X,Y,OBJECTID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE
-122.1343224,47.58471582,4789,680012,96617,68,WA State Police-Bellevue Offices PSAP,WA State Police-Bellevue Offices PSAP,2803 156th Ave SE,98007
-122.0858454,47.56062859,4790,6002680,0,600,Meerwood Park,Meerwood Park,SE 47th Pl and 192nd Ave SE,98008
-122.32112,47.62014267,4791,350284,0,350,Americana,Americana,219 BROADWAY AVE E,98102
-122.2810555,47.53817846,4792,350286,0,350,Amin International Market -   Meat/ Deli  Shop,Amin Inernational Grocery,7126 M L KING JR WAY S,98118
-122.2888926,47.55230051,4793,350287,0,350,Ammana Houseware & Grocery,Ammana Houseware And Grocery; Llc,5503 M L KING JR WAY S,98118
-122.1544147,47.62984907,4794,350288,0,350,Amore Coffee,Amore Coffee,2201 140TH AVE NE,98005
-122.3457766,47.61373647,4795,350290,0,350,Ampersand Lounge,Ampersand Lounge,115 BELL ST #113,98121
-122.3255495,47.62067134,4796,350294,0,350,Analog Coffee,Analog Coffee,235 SUMMIT AVE E,98102
-122.3829017,47.66888388,4797,350295,0,350,Anchors Down,Anchors Down,2016 NW MARKET ST,98107
-122.3125262,47.6148068,4798,350296,0,350,Anchovies And Olives,Anchovies And Olives,1550 15TH AVE,98122
-122.3378222,47.60675196,4799,350297,0,350,Ancient Grounds,Ancient Grounds,1220 1ST AVE,98101
-122.3361753,47.45999082,4800,350300,0,350,Andy'S Espresso @ 150 Sw 160Th Street,Andy'S Espresso,150 SW 160TH ST,98166
-122.3627218,47.55167133,4801,350302,0,350,Angel'S Best Catering,Angel'S Best Catering,5604 DELRIDGE WAY SW,98106
-122.2398031,47.49063666,4802,350303,0,350,Angel City Deli,Angel City Deli,12621 RENTON AVE S #C,98178
-122.3638551,47.30052825,4803,350304,0,350,Angelicas Restaurant,Angelica'S Restaurant,2323 SW 336 ST,98023
-122.4334225,47.39262873,4804,6007306,0,600,Raabs Lagoon Natural Area,Raabs Lagoon Natural Area,Kingsbury Rd SW & 80th Ave SW,98070
-122.4069488,47.57934231,4805,986,0,600,Alki Playground,Alki Playground,59th Ave SW & Lander St,98116
-122.3566538,47.5590123,4806,888,0,600,Puget Park,Puget Park,18th Ave SW,98106
-122.2455827,47.77114347,4807,264,0,600,Wallace Swamp Creek Park,Wallace Swamp Creek Park,68th Ave NE,98028
-122.4159132,47.65003247,4808,6007113,0,600,Carleton Highlands,Carleton Highlands,3298 Perkins Ln,98199
-122.1495338,47.61590178,4809,6002863,0,600,Bellevue Pool Site,Bellevue Pool Site,340th Ave NE to 564th Ave NE and NE 205th St to SE 80th St,0
-122.14039,47.731952,4810,350145,0,350,Airfield Estates Winery,Airfield Estates Winery,14450 WOODINVILLE-REDMOND RD NE STE 109,98072
-122.2758381,47.43410943,4811,350146,0,350,Airport 76,Airport 76,4603 S 188TH ST,98188
-122.2958115,47.45045774,4812,350147,0,350,Airport Shell,Airport Shell,17010 PACIFIC HWY S,98188
-122.3143962,47.54746729,4813,350148,0,350,Airport Way Market,Airport Way Market,6249 AIRPORT WAY S,98108
-122.2819803,47.54632183,4814,350153,0,350,Aki Kurose,Aki Kurose,3928 S GRAHAM ST,98118
-122.2946149,47.57450075,4815,350030,0,350,Abarrotes El Mexicano,Abarrotes 'El Mexicano',3218 RAINIER AVE S,98144
-122.3202075,47.64123164,4816,350033,0,350,Abay Ethiopian Restaurant,Abay Ethiopian Restaurant,2359 10TH AVE E,98102
-122.3874221,47.54463896,4817,350034,0,350,Abbondanza,Abbondanza,6503 CALIFORNIA AVE SW,98136
-122.3144775,47.51669199,4818,350035,0,350,Abboud'S Mc Donald'S,Abboud'S Mcdonald'S; Llc,9610 DES MOINES MEMORIAL DR S,98108
-122.2863336,47.54650638,4819,350038,0,350,Abdul Gafoor Halal Meat Market,Abdul Gafoor Halal Meat Market,6053 M L KING JR WAY S,98118
-122.315598,47.3226474,4820,350040,0,350,Abye Restaurant,Abye Restaurant,1400 S 312TH ST #1,98003
-122.1985636,47.67912496,4821,350047,0,350,Acropolis Pizza & Pasta,Acropolis Pizza & Pasta Co,500 CENTRAL WAY,98033
-122.1662673,47.66590591,4822,351067,0,350,Bridle Trails Red Apple Market-Bakery,Bridle Trails Red Apple Market,6625 132ND AVE NE,98033
-122.2013973,47.63384536,4823,351069,0,350,Brief Encounter,Brief Encounter,2632 BELLEVUE WAY,98004
-122.3781727,47.29987032,4824,351070,0,350,Brigadoon Elementary School,Brigadoon Elementary School,3601 SW 336TH ST,98023
-122.330843,47.30045532,4825,2649,714727,330,Pacific Medical Federal Way,Pacific Medical Federal Way,33501 1st Way S,98003
-122.3367545,47.61197611,4826,816,0,510,Westlake Monorail Terminal,Westlake Monorail Terminal,5th Ave & Pine St,98101
-122.1510652,47.5794823,4827,2752,0,510,Eastgate Freeway Station,Eastgate Freeway Station,I-90 & 142nd Place SE,98006
-122.2319343,47.30549463,4828,2138,0,510,Auburn Sounder Station,Auburn Sounder Station,1st SE and A SE,98001
